code_p,name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value_normalized,Inventory_normalized,Total orders_normalized,total 23_normalized,January_normalized,February_normalized,March_normalized,April_normalized,May_normalized,June_normalized,July_normalized,August_normalized,September_normalized,October_normalized,Novermber_normalized,December_normalized,AV23_normalized,multiplier_normalized,Minimum stock_normalized,purchase_r_normalized
15060,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0378387045053711,0.0249307479224376,0.4,0.3757700205338809,0.1206896551724138,0.1148325358851674,0.271356783919598,0.34375,0.4054054054054054,0.6174863387978142,0.2883435582822086,0.077490774907749,0.3552631578947368,0.1468926553672316,0.28,0.3054187192118227,0.3073170731707317,0.0,0.2546634225466342,0.3659711075441412
150611,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.1366041366041366,0.1265004616805171,0.0,0.0990759753593429,0.0086206896551724,0.1483253588516746,0.1758793969849246,0.0089285714285714,0.2162162162162162,0.1475409836065573,0.0777096114519427,0.0,0.0482456140350877,0.0282485875706214,0.04,0.1576354679802955,0.0390243902439024,0.0,0.0316301703163017,0.1556982343499197
150622,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0342472342472342,0.0212373037857802,0.05,0.034394250513347,0.0172413793103448,0.0191387559808612,0.0100502512562814,0.15625,0.0324324324324324,0.0,0.0081799591002045,0.088560885608856,0.0789473684210526,0.0282485875706214,0.02,0.0,0.0292682926829268,0.0,0.0251419302514193,0.1524879614767255
150600,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0719576719576719,0.0600184672206832,0.1,0.0708418891170431,0.043103448275862,0.0191387559808612,0.0251256281407035,0.0625,0.1135135135135135,0.0546448087431694,0.0306748466257668,0.059040590405904,0.0482456140350877,0.0508474576271186,0.148,0.1280788177339901,0.0585365853658536,0.0,0.0510948905109489,0.2113429641519529
15037,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1282988616321949,0.0978762696214219,0.05,0.0816221765913757,0.0043103448275862,0.1339712918660287,0.0150753768844221,0.0669642857142857,0.054054054054054,0.0655737704918032,0.0981595092024539,0.1291512915129151,0.0570175438596491,0.0677966101694915,0.04,0.0591133004926108,0.0878048780487804,0.0,0.0754257907542579,0.1637239165329053
15039,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0306557639890973,0.0175438596491228,0.175,0.1016427104722792,0.0775862068965517,0.0526315789473684,0.0251256281407035,0.0669642857142857,0.0,0.0601092896174863,0.0224948875255623,0.014760147601476,0.0482456140350877,0.768361581920904,0.032,0.0394088669950738,0.1414634146341463,0.0,0.1175993511759935,0.2231139646869984
15040,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0987654320987654,0.0720221606648199,0.075,0.0616016427104722,0.0560344827586206,0.0861244019138756,0.0301507537688442,0.0401785714285714,0.081081081081081,0.0327868852459016,0.0265848670756646,0.047970479704797,0.1885964912280701,0.0847457627118644,0.036,0.0,0.0634146341463414,0.0,0.0551500405515004,0.1888710540395933
15038,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2315536315536315,0.1828254847645429,0.0,0.0780287474332648,0.1120689655172413,0.2057416267942583,0.1507537688442211,0.0446428571428571,0.0054054054054054,0.0327868852459016,0.0429447852760736,0.047970479704797,0.0657894736842105,0.096045197740113,0.024,0.0197044334975369,0.0439024390243902,0.0,0.0381184103811841,0.184055644729802
15041,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3498476831810165,0.1634349030470914,0.0,0.0277207392197125,0.0086206896551724,0.062200956937799,0.0251256281407035,0.0401785714285714,0.0,0.0109289617486338,0.0470347648261758,0.040590405904059,0.0657894736842105,0.0338983050847457,0.032,0.0,0.0341463414634146,0.0,0.0308191403081914,0.1776350989834136
15394,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.089337822671156,0.0637119113573407,0.0,0.0010266940451745,0.0,0.0191387559808612,0.0050251256281407,0.0401785714285714,0.0,0.0,0.0081799591002045,0.003690036900369,0.0526315789473684,0.0338983050847457,0.02,0.0,0.0,0.0,0.0024330900243309,0.1385767790262172
