code_p,name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value_normalized,Inventory_normalized,Total orders_normalized,total 23_normalized,AV23_normalized,multiplier_normalized,Minimum stock_normalized,purchase_r_normalized,Month,Value
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,June_normalized,0.0327868852459016
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,July_normalized,0.0306748466257668
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,August_normalized,0.003690036900369
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,September_normalized,0.0482456140350877
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,October_normalized,0.0282485875706214
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,Novermber_normalized,0.024
15003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7967933301266634,0.3518005540166205,0.0,0.0595482546201232,0.0097560975609756,0.0,0.0105433901054339,0.3001605136436597,December_normalized,0.0
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,January_normalized,0.2370689655172413
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,February_normalized,0.4114832535885167
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,March_normalized,0.864321608040201
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,April_normalized,0.7544642857142857
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,May_normalized,0.254054054054054
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,June_normalized,0.7814207650273224
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,July_normalized,0.4417177914110429
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,August_normalized,0.3062730627306273
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,September_normalized,0.7192982456140351
15004,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3032227032227032,0.4099722991689751,0.25,0.6786447638603696,0.6097560975609756,1.0,0.6098945660989457,0.2059925093632958,October_normalized,0.5536723163841808
